Timestamp,Age ,Gender  ,Marital_Status,Type_of_Family,Family_Size,Education_Level,Occupation,Family_Annual_Income,"Number_of_earning _members_in_the_family
(Including you)",With_whom_you_usually_spend_your_most_of_the_Leisure_time_with,What_are_reasons_for_the_same,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,activities_in_a_regular_day,What_do_you_prefer_to_do_in_your_freetime,Your_Attitude_Toward_Life,Mental_Stability,Time_management,Passion_for_Living,Difficult_Interactions,Healthy_Life,Fullfill_your_enjoyments,Daily_Struggle,Social_Neighbourhood,Weekend_satisfaction,Promptness,Transport_facilities,Environment_in_your_Locality/Area,Unorthodox_family,Sufficient_Resources,Fulfilment_of_desires,High_Expectations_towards_life,Work/Study_Environment,Have_you_ever_considered_making_improvements_to_your_daily_routine,"Then_why_do_you_want_OR_don't_you_want_to_improve_your_daily_routine
(SHORT ANSWER)"
11/25/2023 17:47:01,28,Male,Divorced,Nuclear,1,Graduate,Self-Employed,9-12 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",2,8,2,0.5,1,1,1,7,1,0,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Cooking, Grocery Shopping, Idle Time, Animal Care, Power Nap, Shopping (Clothes, Electronics, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Shopping, Part time work, Music, Swimming",4,2,2,3,2,2,2,3,1,2,3,2,4,3,2,2,2,5,Yes,I am planning to do a good partner
11/25/2023 17:49:25,40,Female,Married,Joint,10,"Professional course (Diploma, ITI, etc.)",Public Sector(Government sector),9-12 lakh,6,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3,8,2,1,1,1,3,6,0.5,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Chatting, Part time work, Music, Writing, Go for a walk, Swimming, Volunteering",4,2,1,1,2,2,2,3,2,1,1,2,2,3,3,4,3,2,No,current routine is fine with me
11/25/2023 17:53:06,30,Female,Married,Joint,3,Post Graduate,Self-Employed,6-9 lakh,3,Partner,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1,12,0,0.5,0.5,1,1,6,0.5,0,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Animal Care, Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Chatting, Go for a walk, Pet Grooming",5,3,4,2,2,3,2,1,2,2,4,5,3,4,4,5,5,3,Yes,I want to manage my time regularly and do my job.
11/25/2023 17:55:58,19,Male,Single,Nuclear,2,HSC,Student,3-6 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",3,5,2,0,1,0.5,2,7,1,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Idle Time, Animal Care, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Social Activities, Chatting, Music, Writing, Go for a walk, Swimming",2,2,3,1,2,3,3,1,3,4,4,3,5,3,4,1,2,2,No,I'm unsure if changes would positively impact me.
11/25/2023 17:57:23,19,Male,Single,Joint,7,HSC,Student,0-3 lakh,3,Family,"Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation, ",3,4,2,1,0,2,2,7,1,1,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Reading Books, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Technolgy (Gadgets, Programming, etc)","Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Social Activities",5,5,1,1,1,5,3,1,1,1,1,1,5,1,5,5,1,1,No,I'm hesitant due to potential discomfort from changes.
11/25/2023 18:00:11,20,Female,Married,Joint,3,Post Graduate,Housewife/House Husband,0-3 lakh,1,Family,Reduce Anxiety,1,0,8,0,1,1,2,8,1,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Personality Development, Just Relaxing (Resting)",1,5,5,5,3,4,5,5,5,5,4,2,2,3,3,5,4,1,Yes,to adapt new life style
11/25/2023 18:01:36,20,Female,Single,Joint,5,Graduate,Student,6-9 lakh,5,Colleagues,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1,8,2,1,1,0.5,2,7,1.5,1.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Chatting, Part time work, Writing, Go for a walk, Pet Grooming",1,3,3,4,4,4,4,4,5,3,3,3,3,3,1,1,3,2,Yes,I want to go out of my country. Manage your work
11/25/2023 18:02:51,55,Male,Divorced,Nuclear,2,SSC,Self-Employed,12-15 lakh,1,Colleagues,"Quality Time (for some enjoyment), Privacy (just your alone time), ",1,5,3,1,2,2,1,6,1,2,"Reading Newspaper, Spiritual Activity, Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Gardening, Technolgy (Gadgets, Programming, etc)","Sleeping, Learning new things, Reading Books, Playing Outdoor games, Just Relaxing (Resting), Shopping, Chatting, Part time work, Music, Go for a walk, Pet Grooming",5,3,1,1,1,2,2,3,2,2,5,5,4,2,4,5,3,1,No,Sometimes I feel I should but I am more comfortable with my daily routine
11/25/2023 18:05:23,50,Male,Widowed,Joint,5,Graduate,Housewife/House Husband,0-3 lakh,5,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",1,6,3,2,2,1,0.5,7,1,0,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Going for Walk (Friends, Family, etc), Family Time","Social Media, Family Time, Learning new things, Reading Books, Personality Development, Just Relaxing (Resting), Shopping, Social Activities, Part time work, Music, Writing, Volunteering",2,2,3,4,4,5,3,3,4,4,3,5,4,4,5,5,2,1,No,I'm not convinced that changes would be beneficial.
11/25/2023 18:45:43,54,Male,Married,Nuclear,4,Graduate,Public Sector(Government sector),6-9 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment)",2,8,1,0.5,1,1,0.5,7,2,1,"Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Volunteer Work or Community Involvement, Networking (Attending Social or Professional Events)","Family Time, Social Activities, Go for a walk",4,5,4,4,2,4,4,3,4,4,4,3,3,2,3,3,3,3,Yes,I want to make improvement in my health and also want to participate in social activities 
11/25/2023 18:55:25,47,Female,Married,Nuclear,4,SSC,Housewife/House Husband,6-9 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,0,10,1,0,2,0.5,7,2,3,"Watching (T.V. /Reels/Movies), Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Sleeping, Family Time, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting)",4,5,5,3,3,3,4,2,3,3,4,3,3,4,4,4,2,3,No,I complete all my work and activities everyday easily.
11/25/2023 19:02:16,22,Male,Single,Nuclear,4,Graduate,Student,6-9 lakh,2,Alone,"Refresh Mood, Privacy (just your alone time), Self motivation",2.5,6,1,0,0,1.5,3,7,1,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Idle Time, Review Goals, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Chatting",4,4,3,5,4,3,2,4,3,2,3,2,3,4,4,2,4,4,Yes,I want to include exercise and focus more on study in my routine 
11/25/2023 20:16:47,21,Female,Single,Nuclear,3,Graduate,Student,6-9 lakh,1,Alone,"Quality Time (for some enjoyment), Privacy (just your alone time)",0.5,6,1,1,0,2,2,8,2,1,"Use Mobile, Watching (T.V. /Reels/Movies), Studying, Personal Hygiene, Power Nap, Technolgy (Gadgets, Programming, etc)","Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content)",2,4,1,3,2,2,2,4,3,2,2,5,5,3,4,2,4,4,Yes,Need more time for athleisure activities 
11/25/2023 20:22:05,21,Female,Single,Nuclear,4,Graduate,Student,3-6 lakh,2,Alone,Privacy (just your alone time),0,5,2,0.5,0,2,3,8,2,1,"Use Mobile, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Creative Activities (Writing, Crafting, Photography, etc)","Social Media, Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Just Relaxing (Resting)",3,2,3,4,4,2,2,4,2,1,3,5,4,2,3,2,4,3,Yes,"I am very bad at time management, and i m frustrated too."
11/25/2023 21:13:12,21,Male,Single,Nuclear,3,Graduate,Student,0-3 lakh,1,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",5,6,2,0.5,0.5,1,1,8,0.5,0.5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Going for Walk (Friends, Family, etc)","Social Media, Sleeping, Hangout with friends, Reading Books, Games (Mobile or Computer games), Chatting, Music, Go for a walk",5,3,4,5,2,4,4,5,1,2,4,5,1,5,2,1,5,1,No,I'm satisfied with the consistency of my current routine.
11/26/2023 12:45:25,21,Female,Single,Nuclear,4,Graduate,Private Sector,0-3 lakh,2,Alone,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",1,8,1,1,0,1,1,5,4,2,"Use Mobile, Travel, Job / Work, Cooking, Idle Time","Social Media, Hangout with friends, Just Relaxing (Resting), Music, Pet Grooming",3,4,2,4,3,5,1,3,3,1,2,3,1,1,3,1,3,4,Yes,Sometimes due to unsatisfied routine and overtimed leisure 
11/26/2023 18:57:49,25,Male,Single,Nuclear,3,Graduate,Private Sector,3-6 lakh,2,Family,"Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time)",2,8,1,1,0.5,0.5,0.5,6,2,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Gardening","Social Media, Family Time, Learning new things, Reading Books, Playing Outdoor games, Personality Development, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Social Activities, Go for a walk",3,3,2,4,3,2,4,4,3,3,3,4,3,4,3,4,3,4,No,Satisfied with current lifestyle 
11/26/2023 19:01:08,24,Male,Single,Joint,4,Graduate,Business,3-6 lakh,2,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",2,6,2,0.4,0.5,1,2,6,0.4,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Grocery Shopping, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time, Gardening, Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Learning new things, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Social Activities, Part time work, Writing, Swimming, Volunteering",2,2,3,4,3,2,3,5,4,2,3,4,4,5,2,3,4,3,No,Busy schedule don't have much time for that
11/26/2023 19:03:27,23,Female,Married,Joint,3,Post Graduate,Private Sector,6-9 lakh,3,Colleagues,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time)",2,7,1,2,0,1,2,6,1,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Cooking, Personal Hygiene, Idle Time, Animal Care, Review Goals, Shopping (Clothes, Electronics, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Gardening","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Social Activities, Part time work",3,4,3,3,4,4,3,5,3,4,4,4,3,4,3,3,4,4,No,I didn't want to improve lazy
11/27/2023 15:34:47,38,Female,Married,Joint,4,Graduate,Business,12-15 lakh,2,Family,"Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",2,8,1,1,1,2,1,7,0.5,0.5,"Travel, Reading Newspaper, Studying, Grocery Shopping, Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Family Time, Learning new things, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Shopping, Chatting, Writing, Go for a walk, Volunteering",3,2,2,3,4,3,4,3,2,3,4,4,3,3,4,3,4,3,Yes,To boost my efficiency and effectiveness 
11/27/2023 15:48:04,35,Female,Married,Joint,5,Graduate,Public Sector(Government sector),12-15 lakh,4,Partner,"Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation, To Chill and relax",0.5,8,0.5,1,2,2,0.5,7,0.5,1.5,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Review Goals, Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc), learning new things and hobbies","Sleeping, Learning new things, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Chatting, Part time work, Writing, Go for a walk, Volunteering",3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,3,Yes,To have a life style healthy
11/27/2023 16:10:19,32,Female,Married,Joint,6,HSC,Public Sector(Government sector),6-9 lakh,3,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), to relax",1.5,8,2,2,0.5,0.5,2,6,0.5,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Cooking, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Chatting, Music, Go for a walk, Volunteering",3,4,2,3,3,4,4,4,4,3,5,3,2,2,4,4,4,4,Yes,I want to live a long life in a healthy way achieve a more physically and financially 
